Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	2D_1 Spectral Count	2D_2 Spectral Count	2D_3 Spectral Count	3D_1 Spectral Count	3D_2 Spectral Count	3D_3 Spectral Count	2D_1 Unique Spectral Count	2D_2 Unique Spectral Count	2D_3 Unique Spectral Count	3D_1 Unique Spectral Count	3D_2 Unique Spectral Count	3D_3 Unique Spectral Count	2D_1 Total Spectral Count	2D_2 Total Spectral Count	2D_3 Total Spectral Count	3D_1 Total Spectral Count	3D_2 Total Spectral Count	3D_3 Total Spectral Count	2D_1 Intensity	2D_2 Intensity	2D_3 Intensity	3D_1 Intensity	3D_2 Intensity	3D_3 Intensity	2D_1 MaxLFQ Intensity	2D_2 MaxLFQ Intensity	2D_3 MaxLFQ Intensity	3D_1 MaxLFQ Intensity	3D_2 MaxLFQ Intensity	3D_3 MaxLFQ Intensity	Indistinguishable Proteins
sp|O14893|GEMI2_HUMAN	O14893	GEMI2_HUMAN	GEMIN2	280	Homo sapiens	1:Experimental evidence at protein level	Gem-associated protein 2	0.9996	0.999	2	14	14	14	2	2	2	2	4	2	2	2	2	2	4	2	2	2	2	2	4	2	3951914.8	3446026.5	3961312.0	7353568.0	9873821.0	7848966.0	0.0	0.0	0.0	4116288.0	5375927.0	4374259.5	
sp|O14896|IRF6_HUMAN	O14896	IRF6_HUMAN	IRF6	467	Homo sapiens	1:Experimental evidence at protein level	Interferon regulatory factor 6	1.0	0.999	4	17	17	17	0	1	0	5	5	6	0	1	0	5	5	6	0	1	0	5	5	6	1369007.9	5246507.5	2206117.5	8371473.0	9585018.0	8346491.0	0.0	1832408.5	1344541.0	3185292.5	3751006.0	2888658.0	
sp|O14907|TX1B3_HUMAN	O14907	TX1B3_HUMAN	TAX1BP3	124	Homo sapiens	1:Experimental evidence at protein level	Tax1-binding protein 3	1.0	0.999	3	31	31	31	5	7	4	4	6	5	5	7	4	4	6	5	5	7	4	4	6	5	1.2075487E7	1.3971112E7	1.5038606E7	9295089.0	1.3386266E7	1.2197232E7	6393515.5	6423657.0	6967467.5	3698137.2	6520071.0	5764068.5	
sp|O14908|GIPC1_HUMAN	O14908	GIPC1_HUMAN	GIPC1	333	Homo sapiens	1:Experimental evidence at protein level	PDZ domain-containing protein GIPC1	1.0	0.999	11	71	69	71	10	11	12	11	11	16	10	10	11	11	11	16	10	11	12	11	11	16	1.4383952E8	1.7681888E8	1.9960629E8	4.8870976E7	5.014784E7	6.723208E7	3.7005676E7	4.4679812E7	4.8311424E7	3.9172604E7	3.384416E7	4.242096E7	
sp|O14920|IKKB_HUMAN	O14920	IKKB_HUMAN	IKBKB	756	Homo sapiens	1:Experimental evidence at protein level	Inhibitor of nuclear factor kappa-B kinase subunit beta	0.9996	0.999	2	5	5	5	0	1	0	3	0	1	0	1	0	3	0	1	0	1	0	3	0	1	2532244.5	3716788.8	3279031.5	4287262.0	1424204.2	3563187.8	1873764.9	2518862.8	2130992.5	3342089.8	0.0	2902572.8	
sp|O14925|TIM23_HUMAN	O14925	TIM23_HUMAN	TIMM23	209	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial import inner membrane translocase subunit Tim23	1.0	0.999	5	53	49	53	9	10	11	7	8	8	7	9	10	7	8	8	9	10	11	7	8	8	3.2328884E7	4.559727E7	3.5941976E7	2.742395E7	2.2810372E7	2.0157488E7	8669250.0	1.0568369E7	1.0230598E7	6715053.5	6571972.5	6227353.5	
sp|O14929|HAT1_HUMAN	O14929	HAT1_HUMAN	HAT1	419	Homo sapiens	1:Experimental evidence at protein level	Histone acetyltransferase type B catalytic subunit	1.0	0.999	9	76	76	76	13	17	9	13	11	13	13	17	9	13	11	13	13	17	9	13	11	13	1.026756E8	1.13364104E8	1.2759421E8	1.1880285E8	1.0575296E8	1.08958744E8	3.0135776E7	3.1092984E7	3.2436032E7	3.1771466E7	2.8737768E7	3.08115E7	
sp|O14933|UB2L6_HUMAN	O14933	UB2L6_HUMAN	UBE2L6	153	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin/ISG15-conjugating enzyme E2 L6	0.9996	0.999	2	4	4	4	0	0	0	1	2	1	0	0	0	1	2	1	0	0	0	1	2	1	900068.1	805218.75	3510137.0	9006253.0	1.078256E7	9337871.0	0.0	0.0	3135199.2	6530470.0	7615365.5	7044172.0	
sp|O14936|CSKP_HUMAN	O14936	CSKP_HUMAN	CASK	926	Homo sapiens	1:Experimental evidence at protein level	Peripheral plasma membrane protein CASK	1.0	0.999	30	202	202	202	35	47	33	29	26	32	35	47	33	29	26	32	35	47	33	29	26	32	1.2067844E8	1.5497691E8	1.3772962E8	8.560617E7	9.271015E7	1.278413E8	1.997913E7	2.633426E7	2.0112796E7	1.4611047E7	1.5861988E7	1.792956E7	
sp|O14944|EREG_HUMAN	O14944	EREG_HUMAN	EREG	169	Homo sapiens	1:Experimental evidence at protein level	Proepiregulin	0.9962	0.998	2	5	5	5	2	1	2	0	0	0	2	1	2	0	0	0	2	1	2	0	0	0	7919448.5	6632666.0	5685009.5	3219201.0	0.0	0.0	6365439.0	5092395.5	0.0	2571646.0	0.0	0.0	
sp|O14949|QCR8_HUMAN	O14949	QCR8_HUMAN	UQCRQ	82	Homo sapiens	1:Experimental evidence at protein level	Cytochrome b-c1 complex subunit 8	1.0	0.999	4	44	44	44	7	6	9	8	7	7	7	6	9	8	7	7	7	6	9	8	7	7	3.5487224E7	4.4020508E7	3.736701E7	3.3882292E7	3.1941628E7	3.3017E7	2.3977988E7	2.7163124E7	2.1896574E7	2.1911842E7	1.9784038E7	2.4348542E7	
sp|O14950|ML12B_HUMAN	O14950	ML12B_HUMAN	MYL12B	172	Homo sapiens	1:Experimental evidence at protein level	Myosin regulatory light chain 12B	1.0	0.999	13	213	0	213	32	38	39	31	36	37	0	0	0	0	0	0	32	38	39	31	36	37	5.262655E8	6.1312384E8	5.1101456E8	5.726263E8	5.9911494E8	5.8603526E8	2.1640995E8	2.3945918E8	2.1248051E8	2.2218214E8	2.4454322E8	2.4082245E8	sp|P19105|ML12A_HUMAN
sp|O14964|HGS_HUMAN	O14964	HGS_HUMAN	HGS	777	Homo sapiens	1:Experimental evidence at protein level	Hepatocyte growth factor-regulated tyrosine kinase substrate	1.0	0.999	13	79	79	79	11	13	12	16	16	11	11	13	12	16	16	11	11	13	12	16	16	11	5.139095E7	5.1695324E7	4.4714748E7	5.4491104E7	5.3123988E7	4.9259052E7	9367971.0	9729352.0	9206870.0	9304644.0	9508263.0	1.0047104E7	
sp|O14965|AURKA_HUMAN	O14965	AURKA_HUMAN	AURKA	403	Homo sapiens	1:Experimental evidence at protein level	Aurora kinase A	0.978	0.9989	2	2	2	3	1	1	0	0	0	0	1	1	0	0	0	0	2	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14966|RAB7L_HUMAN	O14966	RAB7L_HUMAN	RAB29	203	Homo sapiens	1:Experimental evidence at protein level	Ras-related protein Rab-29	0.9803	0.999	2	3	3	13	2	0	0	1	0	0	2	0	0	1	0	0	3	2	2	3	1	2	2174223.0	0.0	0.0	3790670.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14967|CLGN_HUMAN	O14967	CLGN_HUMAN	CLGN	610	Homo sapiens	1:Experimental evidence at protein level	Calmegin	0.8112	0.9885	2	2	2	53	0	0	0	1	0	1	0	0	0	1	0	1	10	9	9	8	6	11	0.0	2608928.5	3245681.5	3903310.0	3275535.2	6350087.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O14974|MYPT1_HUMAN	O14974	MYPT1_HUMAN	PPP1R12A	1030	Homo sapiens	1:Experimental evidence at protein level	Protein phosphatase 1 regulatory subunit 12A	1.0	0.999	26	212	212	212	33	28	37	38	39	37	33	28	37	38	39	37	33	28	37	38	39	37	1.0393258E8	9.401828E7	1.0686653E8	1.1259443E8	1.1836534E8	1.2560097E8	1.1226276E7	9797908.0	1.108743E7	1.1171971E7	1.2036527E7	1.2418416E7	
sp|O14975|S27A2_HUMAN	O14975	S27A2_HUMAN	SLC27A2	620	Homo sapiens	1:Experimental evidence at protein level	Long-chain fatty acid transport protein 2	1.0	0.999	10	33	33	33	9	11	6	3	2	2	9	11	6	3	2	2	9	11	6	3	2	2	5.4006056E7	5.6999904E7	2.6026592E7	7473340.0	4242928.0	7088612.0	9120966.0	1.035763E7	8791570.0	6646911.5	5398324.5	6075880.5	
sp|O14976|GAK_HUMAN	O14976	GAK_HUMAN	GAK	1311	Homo sapiens	1:Experimental evidence at protein level	Cyclin-G-associated kinase	1.0	0.999	16	78	78	78	6	9	8	19	20	16	6	9	8	19	20	16	6	9	8	19	20	16	2.0660922E7	2.6806576E7	2.002148E7	3.3671256E7	3.617113E7	3.2414962E7	4440167.0	4997861.5	5514233.5	6366931.5	7239036.5	6188681.0	
sp|O14979|HNRDL_HUMAN	O14979	HNRDL_HUMAN	HNRNPDL	420	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein D-like	1.0	0.999	19	318	318	448	51	53	54	57	53	50	51	53	54	57	53	50	75	74	74	79	73	73	4.5496742E8	4.2277238E8	4.1397648E8	4.6071757E8	4.5041117E8	3.8391338E8	8.1285224E7	8.388359E7	8.162005E7	8.66101E7	8.459903E7	7.582439E7	
sp|O14980|XPO1_HUMAN	O14980	XPO1_HUMAN	XPO1	1071	Homo sapiens	1:Experimental evidence at protein level	Exportin-1	1.0	0.999	33	418	418	418	72	61	62	71	81	71	72	61	62	71	81	71	72	61	62	71	81	71	4.636481E8	4.1617203E8	4.5817795E8	5.3432646E8	5.0791798E8	5.2739693E8	4.8010932E7	4.6626588E7	5.0944028E7	5.5747204E7	5.5188668E7	5.302268E7	
sp|O14981|BTAF1_HUMAN	O14981	BTAF1_HUMAN	BTAF1	1849	Homo sapiens	1:Experimental evidence at protein level	TATA-binding protein-associated factor 172	0.9802	0.999	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15014|ZN609_HUMAN	O15014	ZN609_HUMAN	ZNF609	1411	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 609	1.0	0.999	3	11	11	11	2	1	3	3	2	0	2	1	3	3	2	0	2	1	3	3	2	0	6596284.5	4807693.0	7291727.0	5779788.0	5865487.0	0.0	3724619.2	2785382.5	4136773.0	3304513.2	3385487.2	0.0	
sp|O15020|SPTN2_HUMAN	O15020	SPTN2_HUMAN	SPTBN2	2390	Homo sapiens	1:Experimental evidence at protein level	Spectrin beta chain, non-erythrocytic 2	1.0	0.999	25	48	48	224	6	7	9	11	8	7	6	7	9	11	8	7	36	36	38	43	41	30	1.8872982E7	1.6153637E7	2.2090846E7	1.8895982E7	1.5302788E7	1.0518558E7	5033498.5	4968621.0	5797598.5	5094497.5	4445369.5	4140326.8	
sp|O15027|SC16A_HUMAN	O15027	SC16A_HUMAN	SEC16A	2357	Homo sapiens	1:Experimental evidence at protein level	Protein transport protein Sec16A	1.0	0.999	24	133	133	133	13	16	17	29	31	27	13	16	17	29	31	27	13	16	17	29	31	27	4.1478264E7	3.9602724E7	4.7284876E7	7.2223544E7	8.967313E7	9.4921336E7	7499389.0	5943833.0	7992927.5	8893265.0	9077022.0	9469924.0	
sp|O15031|PLXB2_HUMAN	O15031	PLXB2_HUMAN	PLXNB2	1838	Homo sapiens	1:Experimental evidence at protein level	Plexin-B2	1.0	0.999	44	325	325	325	57	69	60	40	50	49	57	69	60	40	50	49	57	69	60	40	50	49	2.0404851E8	2.5340094E8	2.3958398E8	1.423801E8	1.5727392E8	1.8465267E8	1.6602303E7	1.97609E7	1.763083E7	1.2005919E7	1.1809022E7	1.3318486E7	
sp|O15042|SR140_HUMAN	O15042	SR140_HUMAN	U2SURP	1029	Homo sapiens	1:Experimental evidence at protein level	U2 snRNP-associated SURP motif-containing protein	1.0	0.999	26	226	226	226	38	31	31	42	45	39	38	31	31	42	45	39	38	31	31	42	45	39	1.6274554E8	1.4122675E8	1.1441702E8	1.1824732E8	1.0962214E8	1.0954197E8	1.963398E7	1.7229766E7	2.0486468E7	2.0807188E7	2.05103E7	2.0654206E7	
sp|O15047|SET1A_HUMAN	O15047	SET1A_HUMAN	SETD1A	1707	Homo sapiens	1:Experimental evidence at protein level	Histone-lysine N-methyltransferase SETD1A	0.98	0.999	1	3	3	3	0	0	0	0	1	2	0	0	0	0	1	2	0	0	0	0	1	2	0.0	0.0	0.0	955130.8	2214587.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15066|KIF3B_HUMAN	O15066	KIF3B_HUMAN	KIF3B	747	Homo sapiens	1:Experimental evidence at protein level	Kinesin-like protein KIF3B	1.0	0.999	5	8	8	8	0	0	3	2	1	2	0	0	3	2	1	2	0	0	3	2	1	2	1795355.2	6179490.5	4258993.0	6787686.0	9233348.0	7655409.0	0.0	0.0	0.0	3416067.0	3850202.0	3642770.2	
sp|O15067|PUR4_HUMAN	O15067	PUR4_HUMAN	PFAS	1338	Homo sapiens	1:Experimental evidence at protein level	Phosphoribosylformylglycinamidine synthase	1.0	0.999	25	215	215	215	31	31	29	42	44	38	31	31	29	42	44	38	31	31	29	42	44	38	1.7375622E8	1.5098362E8	1.6918573E8	1.4207019E8	1.4138488E8	1.3164244E8	2.4246464E7	2.0816664E7	2.486775E7	2.0673782E7	2.0030002E7	2.0731606E7	
sp|O15084|ANR28_HUMAN	O15084	ANR28_HUMAN	ANKRD28	1053	Homo sapiens	1:Experimental evidence at protein level	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	1.0	0.999	11	45	45	45	7	8	7	11	9	3	7	8	7	11	9	3	7	8	7	11	9	3	4.1558784E7	2.3887396E7	2.4056272E7	3.979017E7	1.9071942E7	1.3876552E7	1.2423143E7	1.0756617E7	9839908.0	1.1392578E7	9308801.0	7355026.5	
sp|O15091|MRPP3_HUMAN	O15091	MRPP3_HUMAN	PRORP	583	Homo sapiens	1:Experimental evidence at protein level	Mitochondrial ribonuclease P catalytic subunit	0.9996	0.999	2	22	22	22	4	6	3	3	3	3	4	6	3	3	3	3	4	6	3	3	3	3	6298444.0	8291409.0	6249867.0	5190440.5	4907176.0	3956417.0	3606817.8	6349425.0	5095118.5	4002759.5	4259426.5	2845788.8	
sp|O15116|LSM1_HUMAN	O15116	LSM1_HUMAN	LSM1	133	Homo sapiens	1:Experimental evidence at protein level	U6 snRNA-associated Sm-like protein LSm1	1.0	0.999	3	55	55	55	8	10	9	10	9	9	8	10	9	10	9	9	8	10	9	10	9	9	5.9544012E7	5.364471E7	6.139757E7	6.924384E7	6.239226E7	6.1748692E7	3.652995E7	3.2177042E7	3.9302676E7	3.978702E7	3.732989E7	3.7896724E7	
sp|O15118|NPC1_HUMAN	O15118	NPC1_HUMAN	NPC1	1278	Homo sapiens	1:Experimental evidence at protein level	NPC intracellular cholesterol transporter 1	1.0	0.999	10	63	63	63	15	16	15	7	7	3	15	16	15	7	7	3	15	16	15	7	7	3	5.86912E7	5.8219884E7	4.357165E7	2.044844E7	1.4169441E7	1.3964046E7	9788209.0	9999077.0	8459507.0	4626395.0	4709157.0	5418566.5	
sp|O15120|PLCB_HUMAN	O15120	PLCB_HUMAN	AGPAT2	278	Homo sapiens	1:Experimental evidence at protein level	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	0.9746	0.9987	1	4	4	4	3	0	0	1	0	0	3	0	0	1	0	0	3	0	0	1	0	0	3120388.8	4868457.0	0.0	2657257.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15121|DEGS1_HUMAN	O15121	DEGS1_HUMAN	DEGS1	323	Homo sapiens	1:Experimental evidence at protein level	Sphingolipid delta(4)-desaturase DES1	0.9964	0.999	2	4	4	4	1	3	0	0	0	0	1	3	0	0	0	0	1	3	0	0	0	0	4991723.5	3174817.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15126|SCAM1_HUMAN	O15126	SCAM1_HUMAN	SCAMP1	338	Homo sapiens	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 1	1.0	0.999	6	55	55	55	9	7	7	11	9	12	9	7	7	11	9	12	9	7	7	11	9	12	3.9848116E7	3.077051E7	3.371474E7	4.4836016E7	4.350385E7	4.6697924E7	1.2205178E7	9225096.0	1.0116582E7	1.3797867E7	1.4496872E7	1.4083587E7	
sp|O15127|SCAM2_HUMAN	O15127	SCAM2_HUMAN	SCAMP2	329	Homo sapiens	1:Experimental evidence at protein level	Secretory carrier-associated membrane protein 2	1.0	0.999	5	56	56	56	9	7	11	11	10	8	9	7	11	11	10	8	9	7	11	11	10	8	5.296343E7	5.358636E7	5.739592E7	6.5843276E7	6.786171E7	6.2298364E7	3.6483924E7	3.7110024E7	3.792423E7	4.405378E7	4.526352E7	3.852987E7	
sp|O15143|ARC1B_HUMAN	O15143	ARC1B_HUMAN	ARPC1B	372	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 1B	1.0	0.999	21	378	366	378	58	63	59	64	69	65	56	61	57	62	67	63	58	63	59	64	69	65	3.8839082E8	4.2174125E8	3.9887338E8	4.0630742E8	4.372648E8	5.750126E8	5.3217244E7	5.9183308E7	5.647745E7	5.8112452E7	6.3478604E7	6.179076E7	
sp|O15144|ARPC2_HUMAN	O15144	ARPC2_HUMAN	ARPC2	300	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 2	1.0	0.999	28	356	356	356	56	56	45	63	74	62	56	56	45	63	74	62	56	56	45	63	74	62	4.194856E8	4.4870963E8	4.2668723E8	4.5374246E8	4.7046963E8	4.2878666E8	4.663143E7	5.261165E7	4.6698332E7	5.1382012E7	5.226899E7	5.2450212E7	
sp|O15145|ARPC3_HUMAN	O15145	ARPC3_HUMAN	ARPC3	178	Homo sapiens	1:Experimental evidence at protein level	Actin-related protein 2/3 complex subunit 3	1.0	0.999	12	218	218	218	40	38	31	39	35	35	40	38	31	39	35	35	40	38	31	39	35	35	2.762518E8	2.6980035E8	2.8111616E8	2.9801693E8	2.8515046E8	2.974871E8	9.454759E7	9.65732E7	9.106361E7	8.988032E7	9.960957E7	1.01944056E8	
sp|O15155|BET1_HUMAN	O15155	BET1_HUMAN	BET1	118	Homo sapiens	1:Experimental evidence at protein level	BET1 homolog	0.9892	0.999	1	10	10	10	0	1	2	3	2	2	0	1	2	3	2	2	0	1	2	3	2	2	0.0	5855873.0	5385612.5	5575324.0	6212409.0	5327900.0	0.0	3100471.0	2852737.2	2941097.0	3264255.0	2822796.8	
sp|O15160|RPAC1_HUMAN	O15160	RPAC1_HUMAN	POLR1C	346	Homo sapiens	1:Experimental evidence at protein level	DNA-directed RNA polymerases I and III subunit RPAC1	1.0	0.999	10	84	84	84	11	13	14	14	17	15	11	13	14	14	17	15	11	13	14	14	17	15	4.6663156E7	4.6683868E7	5.374304E7	4.6423364E7	5.6465148E7	5.146848E7	1.2573388E7	1.2613712E7	1.4764924E7	1.2164724E7	1.3567374E7	1.2658702E7	
sp|O15162|PLS1_HUMAN	O15162	PLS1_HUMAN	PLSCR1	318	Homo sapiens	1:Experimental evidence at protein level	Phospholipid scramblase 1	1.0	0.999	8	74	74	74	13	10	13	14	14	10	13	10	13	14	14	10	13	10	13	14	14	10	7.077382E7	4.807029E7	6.5907892E7	5.353804E7	4.27171E7	4.3823136E7	1.7655856E7	1.4233189E7	1.737965E7	1.4344256E7	1.1423536E7	1.2129989E7	
sp|O15164|TIF1A_HUMAN	O15164	TIF1A_HUMAN	TRIM24	1050	Homo sapiens	1:Experimental evidence at protein level	Transcription intermediary factor 1-alpha	0.9802	0.999	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0.0	0.0	0.0	0.0	2236464.8	2040905.8	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15169|AXIN1_HUMAN	O15169	AXIN1_HUMAN	AXIN1	862	Homo sapiens	1:Experimental evidence at protein level	Axin-1	0.9802	0.999	1	7	7	7	0	1	2	1	2	1	0	1	2	1	2	1	0	1	2	1	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15173|PGRC2_HUMAN	O15173	PGRC2_HUMAN	PGRMC2	223	Homo sapiens	1:Experimental evidence at protein level	Membrane-associated progesterone receptor component 2	1.0	0.999	10	80	80	94	14	15	14	13	11	13	14	15	14	13	11	13	16	18	17	15	13	15	8.810044E7	1.0889343E8	9.331946E7	5.398498E7	1.2693677E8	6.731332E7	3.2798182E7	4.3127804E7	3.0819644E7	2.2666572E7	2.7764856E7	2.990004E7	
sp|O15194|CTDSL_HUMAN	O15194	CTDSL_HUMAN	CTDSPL	276	Homo sapiens	1:Experimental evidence at protein level	CTD small phosphatase-like protein	0.9903	0.999	3	7	7	11	2	2	2	0	0	1	2	2	2	0	0	1	3	4	3	0	0	1	2773481.0	3554561.0	1.0987412E7	2208523.0	2793700.5	2135349.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15195|VILL_HUMAN	O15195	VILL_HUMAN	VILL	856	Homo sapiens	1:Experimental evidence at protein level	Villin-like protein	1.0	0.999	25	255	255	255	44	44	39	41	56	31	44	44	39	41	56	31	44	44	39	41	56	31	2.0485045E8	1.9005834E8	1.8980302E8	2.1399992E8	2.0483622E8	1.810278E8	2.5476738E7	2.2698618E7	2.4479398E7	2.3119756E7	2.578859E7	2.1968776E7	
sp|O15211|RGL2_HUMAN	O15211	RGL2_HUMAN	RGL2	777	Homo sapiens	1:Experimental evidence at protein level	Ral guanine nucleotide dissociation stimulator-like 2	0.9803	0.999	1	5	5	5	1	0	0	2	1	1	1	0	0	2	1	1	1	0	0	2	1	1	1191347.0	0.0	1550985.9	0.0	4144062.0	1015962.56	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15212|PFD6_HUMAN	O15212	PFD6_HUMAN	PFDN6	129	Homo sapiens	1:Experimental evidence at protein level	Prefoldin subunit 6	1.0	0.999	11	155	155	155	23	26	30	30	21	25	23	26	30	30	21	25	23	26	30	30	21	25	1.5708E8	1.2815736E8	1.5757253E8	1.429389E8	1.3233141E8	1.4084715E8	3.9481656E7	3.170495E7	3.8344964E7	3.6167756E7	3.2895486E7	3.0710824E7	
sp|O15213|WDR46_HUMAN	O15213	WDR46_HUMAN	WDR46	610	Homo sapiens	1:Experimental evidence at protein level	WD repeat-containing protein 46	1.0	0.999	13	73	73	73	12	21	19	7	8	6	12	21	19	7	8	6	12	21	19	7	8	6	3.5413176E7	9.0119496E7	6.1122588E7	1.2869188E7	1.6615182E7	5871193.0	9278297.0	1.5519497E7	1.0319588E7	5816830.0	6280300.5	5101903.0	
sp|O15226|NKRF_HUMAN	O15226	NKRF_HUMAN	NKRF	690	Homo sapiens	1:Experimental evidence at protein level	NF-kappa-B-repressing factor	1.0	0.999	12	40	40	40	5	9	8	6	7	5	5	9	8	6	7	5	5	9	8	6	7	5	1.6137891E7	1.748186E7	2.0341972E7	1.3051077E7	1.1736726E7	8196005.0	4348515.0	4796021.0	4328422.0	3955983.2	3490473.8	3329928.8	
sp|O15228|GNPAT_HUMAN	O15228	GNPAT_HUMAN	GNPAT	680	Homo sapiens	1:Experimental evidence at protein level	Dihydroxyacetone phosphate acyltransferase	1.0	0.999	3	12	12	12	2	3	3	1	2	1	2	3	3	1	2	1	2	3	3	1	2	1	7293899.5	8273867.5	9976286.0	6499867.5	6725744.0	6573561.5	4632171.0	5389605.5	4460165.0	4231622.0	4324681.5	4008493.0	
sp|O15230|LAMA5_HUMAN	O15230	LAMA5_HUMAN	LAMA5	3695	Homo sapiens	1:Experimental evidence at protein level	Laminin subunit alpha-5	1.0	0.999	26	130	120	130	15	19	16	22	27	31	14	17	15	20	25	29	15	19	16	22	27	31	4.6648988E7	7.2984344E7	5.1825936E7	9.949732E7	6.4052576E7	8.638693E7	1.6613285E7	1.7987212E7	1.8660658E7	1.6936944E7	1.777366E7	2.3801608E7	
sp|O15231|ZN185_HUMAN	O15231	ZN185_HUMAN	ZNF185	689	Homo sapiens	1:Experimental evidence at protein level	Zinc finger protein 185	1.0	0.999	20	158	158	158	38	29	27	19	26	19	38	29	27	19	26	19	38	29	27	19	26	19	1.5640653E8	1.0835961E8	1.15336744E8	1.0472849E8	7.666318E7	6.794111E7	2.0439024E7	1.7909854E7	1.7531256E7	1.3363463E7	1.3766986E7	1.3815874E7	
sp|O15234|CASC3_HUMAN	O15234	CASC3_HUMAN	CASC3	703	Homo sapiens	1:Experimental evidence at protein level	Protein CASC3	1.0	0.999	5	33	33	33	3	6	5	6	6	7	3	6	5	6	6	7	3	6	5	6	6	7	1.8365704E7	1.7803534E7	1.7374168E7	2.0111046E7	1.6382767E7	2.0265514E7	8833955.0	8991872.0	8263778.5	7679079.0	7221922.5	7694054.0	
sp|O15235|RT12_HUMAN	O15235	RT12_HUMAN	MRPS12	138	Homo sapiens	1:Experimental evidence at protein level	Small ribosomal subunit protein uS12m	1.0	0.999	4	33	33	33	4	5	7	5	7	5	4	5	7	5	7	5	4	5	7	5	7	5	2.2046744E7	1.608814E7	1.8931068E7	1.8555952E7	1.8024432E7	1.9062466E7	7667511.5	7575219.5	6677511.0	6402076.0	6117990.0	6881846.5	
sp|O15239|NDUA1_HUMAN	O15239	NDUA1_HUMAN	NDUFA1	70	Homo sapiens	1:Experimental evidence at protein level	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	0.9803	0.999	1	7	7	7	0	1	0	2	2	2	0	1	0	2	2	2	0	1	0	2	2	2	0.0	3423162.5	0.0	3623464.8	3976733.8	4829001.5	0.0	0.0	0.0	0.0	0.0	0.0	
sp|O15254|ACOX3_HUMAN	O15254	ACOX3_HUMAN	ACOX3	700	Homo sapiens	1:Experimental evidence at protein level	Peroxisomal acyl-coenzyme A oxidase 3	0.9996	0.999	2	3	3	3	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	1	4472819.0	0.0	4317348.5	0.0	0.0	2979186.0	2925063.5	0.0	2726906.2	0.0	0.0	0.0	
sp|O15258|RER1_HUMAN	O15258	RER1_HUMAN	RER1	196	Homo sapiens	1:Experimental evidence at protein level	Protein RER1	1.0	0.999	3	26	26	26	3	5	3	5	5	5	3	5	3	5	5	5	3	5	3	5	5	5	2.7645108E7	3.598473E7	3.82105E7	2.5725604E7	3.2578088E7	2.7751924E7	1.6178925E7	1.9102632E7	2.0532046E7	1.3535334E7	1.7947438E7	1.5559392E7	
sp|O15260|SURF4_HUMAN	O15260	SURF4_HUMAN	SURF4	269	Homo sapiens	1:Experimental evidence at protein level	Surfeit locus protein 4	1.0	0.999	6	67	67	67	12	12	11	11	10	11	12	12	11	11	10	11	12	12	11	11	10	11	7.298634E7	1.032606E8	8.912674E7	6.4871296E7	7.638478E7	7.080246E7	3.0191392E7	4.1357092E7	3.555476E7	2.9159206E7	3.5404196E7	2.96162E7	
sp|O15264|MK13_HUMAN	O15264	MK13_HUMAN	MAPK13	365	Homo sapiens	1:Experimental evidence at protein level	Mitogen-activated protein kinase 13	1.0	0.999	7	30	30	51	1	2	4	7	9	7	1	2	4	7	9	7	4	6	8	10	12	11	8439514.0	9818867.0	1.8803756E7	1.4202862E7	1.6868374E7	1.5036718E7	3593170.5	3827962.2	4810334.5	5508844.5	5378810.0	5801107.0	
